patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
7205833,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7236055,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7239204,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7271663,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7292095,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7345542,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7380185,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7388271,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7403094,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(48.2841,11.5672)', 'center_lat': 48.2841, 'center_lng': 11.5672, 'country': 'Germany', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 9397.61178585888}]"
7411443,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7411453,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7416951,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7425848,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(49.5897,11.0039); (48.55,9.2167)', 'center_lat': 49.5897, 'center_lng': 11.0039, 'country': 'Germany', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 9267.222457622385}]"
7446606,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7449783,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7449873,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(49.5897,11.0039); (48.55,9.2167)', 'center_lat': 49.5897, 'center_lng': 11.0039, 'country': 'Germany', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 9267.222457622385}]"
7466201,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(33.0197,-96.6986)', 'center_lat': 33.0197, 'center_lng': -96.6986, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1334.3759248189237}]"
7495589,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.0478,-110.7114)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7501970,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.0478,-110.7114)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7504977,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258); (32.0478,-110.7114)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7511648,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.0478,-110.7114)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7524109,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7554517,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7583133,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7605646,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(32.0478,-110.7114); (32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7626525,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7633280,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(30.6742,-96.3697)', 'center_lat': 30.6742, 'center_lng': -96.3697, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1390.4051313324255}]"
7637658,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7648271,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7683604,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(31.9575,-110.955); (32.2217,-110.9258)', 'center_lat': 31.9575, 'center_lng': -110.955, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7705517,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(33.0197,-96.6986)', 'center_lat': 33.0197, 'center_lng': -96.6986, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1334.3759248189237}]"
7714552,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(48.2841,11.5672); (48.4,11.7333)', 'center_lat': 48.2841, 'center_lng': 11.5672, 'country': 'Germany', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 9397.61178585888}]"
7768351,4,2,2,3,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(16.5175,81.7253); (13.35,74.75)', 'center_lat': 13.35, 'center_lng': 74.75, 'country': 'India', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 14911.842093193114}, {'number_of_inventors_in_cluster': 1, 'locations': '(30.6742,-96.3697)', 'center_lat': 30.6742, 'center_lng': -96.3697, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 15028.532473686613}]"
7796060,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(33.0197,-96.6986)', 'center_lat': 33.0197, 'center_lng': -96.6986, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1334.3759248189237}]"
7813177,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.9481,-96.7294)', 'center_lat': 32.9481, 'center_lng': -96.7294, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1331.5335507921536}]"
7847637,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(49.5897,11.0039); (49.5897,11.0039); (48.55,9.2167)', 'center_lat': 49.5897, 'center_lng': 11.0039, 'country': 'Germany', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 9267.222457622385}]"
7944287,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(32.0478,-110.7114); (32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7964919,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8026177,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(33.0197,-96.6986)', 'center_lat': 33.0197, 'center_lng': -96.6986, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1334.3759248189237}]"
8030155,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8053322,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(33.0197,-96.6986); (33.1578,-96.6314); (32.9481,-96.7294)', 'center_lat': 33.1578, 'center_lng': -96.6314, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1340.7025621165515}]"
8072262,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8093115,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(48.9534,8.2354); (48.4,11.7333)', 'center_lat': 48.4, 'center_lng': 11.7333, 'country': 'Germany', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 9397.409424754584}]"
8114744,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(32.8139,-96.9486); (33.0197,-96.6986); (32.9481,-96.7294)', 'center_lat': 33.0197, 'center_lng': -96.6986, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1334.3759248189237}]"
8114779,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(33.0197,-96.6986)', 'center_lat': 33.0197, 'center_lng': -96.6986, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1334.3759248189237}]"
8115272,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(33.0197,-96.6986)', 'center_lat': 33.0197, 'center_lng': -96.6986, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1334.3759248189237}]"
8129682,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8159207,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(30.6742,-96.3697)', 'center_lat': 30.6742, 'center_lng': -96.3697, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1390.4051313324255}]"
8164364,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8178915,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.8364,-96.4747); (32.9481,-96.7294)', 'center_lat': 32.8364, 'center_lng': -96.4747, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(40.1278,-75.4322)', 'center_lat': 40.1278, 'center_lng': -75.4322, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2042.0295442053152}]"
8193683,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(33.0197,-96.6986)', 'center_lat': 33.0197, 'center_lng': -96.6986, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1334.3759248189237}]"
8222881,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8253389,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(32.7833,-96.8)', 'center_lat': 32.7833, 'center_lng': -96.8, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1325.1804417165486}]"
8304850,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8324881,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.0478,-110.7114)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8396089,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(49.5897,11.0039); (49.5897,11.0039); (48.55,9.2167)', 'center_lat': 49.5897, 'center_lng': 11.0039, 'country': 'Germany', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8411442,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8411707,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8436304,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8452557,5,4,1,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(51.2,7); (48.9333,8.2667); (51.2277,6.7735); (48.55,9.2167)', 'center_lat': 48.55, 'center_lng': 9.2167, 'country': 'Germany', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.9761,-96.595)', 'center_lat': 32.9761, 'center_lng': -96.595, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 8353.916734935592}]"
8482317,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.7833,-96.8); (33.015,-96.5386)', 'center_lat': 33.015, 'center_lng': -96.5386, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1349.2949317872333}]"
8493051,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(33.6356,-96.6086); (33.015,-96.5386)', 'center_lat': 33.6356, 'center_lng': -96.6086, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1344.358729049718}]"
8493077,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(48.5,11.7667); (47.8667,12)', 'center_lat': 48.5, 'center_lng': 11.7667, 'country': 'Germany', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 9391.402536446603}]"
8514120,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.7833,-96.8); (33.0197,-96.6986)', 'center_lat': 33.0197, 'center_lng': -96.6986, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1334.3759248189237}]"
8546903,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8559151,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(49.7286,10.2455); (48.55,9.2167)', 'center_lat': 48.55, 'center_lng': 9.2167, 'country': 'Germany', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8586395,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(38.8339,-104.8208); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8604435,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8607631,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(38.8339,-104.8208); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8610484,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217,-110.9258); (32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8624568,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(33.015,-96.5386)', 'center_lat': 33.015, 'center_lng': -96.5386, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1349.2949317872333}]"
